Transaction_ID,Date,Amount,Vendor_Name,Employee_ID,Department,Approval_Status,Is_Weekend,Is_Round_Number,Is_Threshold,Missing_Vendor,Rule_Flag_Count,ML_Anomaly,Risk_Score,Risk_Level
TXN00203,2023-08-05,2776.86,AT&T Business,EMP728,Operations,Approved,True,False,False,False,1,0,20,Low
TXN00206,2023-06-13,5000.0,Lyft Business,EMP689,Marketing,Approved,False,True,False,False,2,0,40,Medium
TXN00207,2023-02-08,60.9,Office Depot,EMP876,Finance,,False,False,False,False,1,0,10,Low
TXN00208,2023-04-22,5989.42,WeWork,EMP834,Sales,Approved,True,False,False,False,1,0,30,Low
TXN00211,2023-12-26,923.36,Uline,,Procurement,Approved,False,False,False,False,1,1,30,Low
TXN00212,2023-12-10,3887.02,,EMP302,Procurement,Pending,True,False,False,True,2,1,50,Medium
TXN00217,2023-08-14,2000.0,Office Depot,EMP261,HR,Rejected,False,True,False,False,2,0,30,Low
TXN00219,2023-02-11,2537.32,Regus,EMP681,Legal,Approved,True,False,False,False,1,0,20,Low
TXN00220,2023-04-09,578.85,Amazon Business,EMP617,Sales,Approved,True,False,False,False,1,0,10,Low
TXN00221,2023-01-10,121.6,Uber Business,EMP592,Marketing,Rejected,False,False,False,False,1,0,10,Low
TXN00226,2023-08-19,6786.05,Hertz,EMP621,Procurement,Pending,True,False,False,False,1,0,30,Low
TXN00227,2023-11-24,5536.45,Pitney Bowes,,Procurement,Rejected,False,False,False,False,1,1,50,Medium
TXN00230,2023-11-26,35.83,Cisco Systems,EMP911,Marketing,Rejected,True,False,False,False,2,0,20,Low
TXN00232,2023-09-17,70.99,Canon,EMP900,IT,Approved,True,False,False,False,1,0,10,Low
TXN00233,2023-03-19,4186.51,Uber Business,EMP944,HR,Pending,True,False,False,False,1,0,20,Low
TXN00237,2023-06-30,1247.5,Lyft Business,EMP553,Sales,,False,False,False,False,1,0,15,Low
TXN00240,2023-03-24,9555.42,Apple Business,EMP244,Sales,Approved,False,False,False,False,0,1,40,Medium
TXN00243,2023-04-01,339.31,Home Depot,EMP342,Marketing,Approved,True,False,False,False,1,0,10,Low
TXN00244,2023-01-29,6218.25,Verizon Business,EMP466,Finance,Approved,True,False,False,False,1,1,50,Medium
TXN00245,2023-07-22,17.0,Delta Airlines,EMP519,Legal,Approved,True,False,False,False,1,0,10,Low
TXN00246,2023-02-19,681.26,Marriott,EMP698,IT,Rejected,True,False,False,False,1,0,10,Low
TXN00249,2023-09-29,24.33,Hilton Hotels,EMP508,Finance,Rejected,False,False,False,False,1,0,10,Low
TXN00250,2023-09-16,3779.96,Xerox,EMP100,Finance,Approved,True,False,False,False,1,0,20,Low
TXN00251,2023-05-20,6686.19,Enterprise Rent-A-Car,EMP230,Operations,,True,False,False,False,1,0,30,Low
TXN00252,2023-04-08,1142.66,Delta Airlines,EMP825,Legal,Approved,True,False,False,False,1,0,15,Low
TXN00253,2023-03-27,1000.0,USPS,EMP680,IT,Pending,False,True,False,False,2,0,25,Low
TXN00254,2023-11-25,1824.02,FedEx,EMP664,HR,Approved,True,False,False,False,1,0,15,Low
TXN00255,2023-12-28,21.91,Uline,EMP768,Sales,Pending,False,False,False,False,1,0,10,Low
TXN00257,2023-04-25,13.83,Pitney Bowes,EMP838,Procurement,Approved,False,False,False,False,1,0,10,Low
TXN00259,2023-04-29,4125.06,Dell Technologies,EMP168,Operations,Approved,True,False,False,False,1,0,20,Low
TXN00261,2023-04-01,5194.19,Seamless,EMP654,Operations,Approved,True,False,False,False,1,0,30,Low
TXN00263,2023-12-24,4266.81,Xerox,EMP995,Operations,Approved,True,False,False,False,1,0,20,Low
TXN00268,2023-10-22,10.26,Lenovo,EMP500,Legal,Approved,True,False,False,False,1,0,10,Low
TXN00271,2023-01-21,80.9,Marriott,EMP866,Procurement,Rejected,True,False,False,False,1,0,10,Low
TXN00272,2023-12-30,1380.16,AT&T Business,EMP544,Operations,Approved,True,False,False,False,1,0,15,Low
TXN00273,2023-02-05,352.38,Salesforce,EMP302,IT,Approved,True,False,False,False,1,0,10,Low
TXN00276,2023-03-05,951.99,Dell Technologies,EMP668,Legal,Approved,True,False,False,False,1,0,10,Low
TXN00278,2023-06-14,13.87,WeWork,EMP823,HR,Rejected,False,False,False,False,1,0,10,Low
TXN00279,2023-07-21,3005.71,,EMP704,Legal,Approved,False,False,False,True,1,1,40,Medium
TXN00283,2023-03-30,17.08,FedEx,EMP651,Marketing,Approved,False,False,False,False,1,0,10,Low
TXN00286,2023-07-22,400.31,Cisco Systems,EMP106,Marketing,Approved,True,False,False,False,1,0,10,Low
TXN00287,2023-03-03,811.89,Lyft Business,,Finance,,False,False,False,False,1,1,30,Low
TXN00288,2023-04-15,1695.08,Office Depot,EMP134,HR,Approved,True,False,False,False,1,0,15,Low
TXN00289,2023-08-13,132.0,Dell Technologies,EMP964,Sales,Approved,True,False,False,False,1,0,10,Low
TXN00290,2023-09-24,107.91,Grubhub Corporate,,Marketing,Approved,True,False,False,False,2,1,40,Medium
TXN00294,2023-11-18,36.82,Office Depot,EMP522,Operations,Approved,True,False,False,False,1,0,10,Low
TXN00297,2023-07-19,25.62,Verizon Business,EMP658,Operations,Approved,False,False,False,False,1,0,10,Low
TXN00298,2023-11-01,7547.92,Dell Technologies,EMP727,Operations,Approved,False,False,False,False,0,1,40,Medium
TXN00300,2023-08-13,1099.81,USPS,EMP917,Finance,Approved,True,False,False,False,1,0,15,Low
TXN00301,2023-04-23,104.6,Amazon Business,EMP845,Procurement,Approved,True,False,False,False,1,0,10,Low
TXN00306,2023-12-23,993.7,Hilton Hotels,EMP160,IT,Approved,True,False,False,False,1,0,10,Low
TXN00309,2023-03-26,1542.82,Hilton Hotels,EMP147,Legal,Approved,True,False,False,False,1,0,15,Low
TXN00310,2023-12-23,27.49,Xerox,EMP663,HR,Approved,True,False,False,False,1,0,10,Low
TXN00312,2023-07-01,7925.03,Seamless,EMP980,Legal,Approved,True,False,False,False,1,0,30,Low
TXN00315,2023-02-24,200.0,Office Depot,EMP469,Procurement,Approved,False,True,False,False,2,0,20,Low
TXN00316,2023-11-07,137.5,AT&T Business,,Finance,Approved,False,False,False,False,1,1,30,Low
TXN00319,2023-06-17,168.74,Lyft Business,EMP141,Marketing,Approved,True,False,False,False,1,0,10,Low
TXN00321,2023-06-16,78.17,Amazon Business,,IT,Approved,False,False,False,False,1,1,30,Low
TXN00322,2023-09-17,2401.47,Salesforce,EMP443,Marketing,,True,False,False,False,1,0,20,Low
TXN00326,2023-07-21,1247.5,USPS,EMP601,Sales,Rejected,False,False,False,False,1,0,15,Low
TXN00328,2023-07-06,200.0,Regus,EMP502,Operations,Rejected,False,True,False,False,2,0,20,Low
TXN00334,2023-10-08,63.92,Office Depot,EMP804,IT,Approved,True,False,False,False,2,0,20,Low
TXN00335,2023-11-09,14.33,Seamless,EMP590,IT,Rejected,False,False,False,False,1,0,10,Low
TXN00336,2023-06-10,705.89,Grubhub Corporate,EMP105,Procurement,Approved,True,False,False,False,1,0,10,Low
TXN00338,2023-03-05,13.3,Dell Technologies,EMP322,HR,Approved,True,False,False,False,1,0,10,Low
TXN00339,2023-04-29,767.56,FedEx,EMP609,IT,Rejected,True,False,False,False,1,0,10,Low
TXN00343,2023-07-25,1247.5,Apple Business,EMP663,Operations,Pending,False,False,False,False,1,0,15,Low
TXN00344,2023-11-04,26.09,FedEx,EMP260,Marketing,Approved,True,False,False,False,1,0,10,Low
TXN00346,2023-09-03,1927.75,HP Inc,EMP981,Marketing,,True,False,False,False,1,0,15,Low
TXN00347,2023-03-25,2937.01,Xerox,EMP542,HR,Approved,True,False,False,False,1,0,20,Low
TXN00348,2023-09-02,42.0,Marriott,EMP986,Finance,Approved,True,False,False,False,1,0,10,Low
TXN00349,2023-10-09,1247.5,United Airlines,EMP484,Procurement,Approved,False,False,False,False,1,0,15,Low
TXN00353,2023-07-09,160.01,Lyft Business,EMP358,IT,Rejected,True,False,False,False,1,0,10,Low
TXN00354,2023-08-28,10.28,Microsoft,EMP566,Procurement,,False,False,False,False,1,0,10,Low
TXN00355,2023-05-29,8106.19,UPS,EMP585,Procurement,Approved,False,False,False,False,0,1,40,Medium
TXN00359,2023-04-04,994.29,Marriott,,Marketing,Rejected,False,False,False,False,1,1,30,Low
TXN00360,2023-10-03,250.0,AT&T Business,EMP750,Procurement,Approved,False,True,False,False,2,0,20,Low
TXN00361,2023-10-22,2572.7,Marriott,EMP292,Sales,Approved,True,False,False,False,1,0,20,Low
TXN00364,2023-02-08,11.3,Home Depot,EMP494,Finance,,False,False,False,False,1,0,10,Low
TXN00367,2023-02-05,26.61,Xerox,EMP507,Operations,Approved,True,False,False,False,1,0,10,Low
TXN00368,2023-07-23,500.0,Xerox,EMP647,Procurement,Approved,True,True,False,False,3,0,30,Low
TXN00369,2023-07-03,29.64,Pitney Bowes,EMP752,Sales,Pending,False,False,False,False,1,0,10,Low
TXN00370,2023-01-20,100.0,Uber Business,EMP396,IT,Approved,False,True,False,False,2,0,20,Low
TXN00371,2023-03-20,923.14,,EMP612,Marketing,,False,False,False,True,1,1,30,Low
TXN00375,2023-07-08,53.01,Apple Business,EMP211,Operations,,True,False,False,False,1,0,10,Low
TXN00377,2023-12-17,438.73,Lenovo,EMP856,HR,Approved,True,False,False,False,1,0,10,Low
TXN00378,2023-05-20,9647.57,Adobe Systems,EMP340,Operations,Approved,True,False,False,False,1,1,50,Medium
TXN00379,2023-02-14,48.83,Uber Business,EMP527,Finance,,False,False,False,False,1,0,10,Low
TXN00380,2023-11-05,19.92,Grainger,EMP112,IT,,True,False,False,False,2,0,20,Low
TXN00382,2023-05-27,1135.14,Grubhub Corporate,EMP550,IT,Approved,True,False,False,False,1,0,15,Low
TXN00383,2023-03-21,73.09,FedEx,EMP634,Operations,Approved,False,False,False,False,1,0,10,Low
TXN00384,2023-07-01,17.17,Grainger,EMP619,Marketing,Approved,True,False,False,False,1,0,10,Low
TXN00385,2023-08-03,5000.0,FedEx,EMP497,Legal,Approved,False,True,False,False,2,0,40,Medium
TXN00388,2023-02-26,4478.89,WeWork,EMP629,Sales,Pending,True,False,False,False,1,1,40,Medium
TXN00389,2023-08-12,68.48,WeWork,EMP979,Legal,Approved,True,False,False,False,1,0,10,Low
TXN00390,2023-12-22,13.6,Salesforce,EMP490,Procurement,Approved,False,False,False,False,1,0,10,Low
TXN00393,2023-06-04,16.79,Delta Airlines,EMP361,Sales,Approved,True,False,False,False,2,0,20,Low
TXN00394,2023-04-15,2561.19,Home Depot,EMP801,Marketing,Approved,True,False,False,False,1,0,20,Low
TXN00395,2023-02-26,260.22,UPS,EMP486,Operations,Rejected,True,False,False,False,1,0,10,Low
TXN00398,2023-01-24,13.37,Uber Business,EMP464,Marketing,Approved,False,False,False,False,1,0,10,Low
TXN00399,2023-09-09,2912.38,Canon,EMP489,IT,Approved,True,False,False,False,1,0,20,Low
TXN00400,2023-09-24,20.56,Marriott,EMP467,HR,,True,False,False,False,1,0,10,Low
TXN00404,2023-08-05,2124.9,UPS,EMP949,IT,Approved,True,False,False,False,1,0,20,Low
TXN00405,2023-03-25,179.66,Seamless,EMP763,Sales,Approved,True,False,False,False,1,0,10,Low
TXN00410,2023-11-05,29.65,AT&T Business,EMP568,Legal,Approved,True,False,False,False,1,0,10,Low
TXN00411,2023-08-06,755.31,Grubhub Corporate,EMP998,Legal,Approved,True,False,False,False,1,0,10,Low
TXN00412,2023-12-09,80.13,Uber Business,EMP228,HR,Approved,True,False,False,False,1,0,10,Low
TXN00413,2023-03-12,100.0,USPS,,Sales,Pending,True,True,False,False,4,1,60,Medium
TXN00415,2023-12-14,11.19,Delta Airlines,EMP385,Marketing,,False,False,False,False,1,0,10,Low
TXN00416,2023-07-23,711.19,Verizon Business,EMP776,Legal,Approved,True,False,False,False,1,0,10,Low
TXN00417,2023-07-13,8803.84,Delta Airlines,EMP573,Finance,Pending,False,False,False,False,0,1,40,Medium
TXN00418,2023-08-28,9257.38,Apple Business,EMP493,Finance,Rejected,False,False,False,False,0,1,40,Medium
TXN00419,2023-04-15,628.43,Seamless,EMP968,Operations,,True,False,False,False,1,0,10,Low
TXN00422,2023-05-27,53.67,USPS,EMP340,Operations,Pending,True,False,False,False,1,0,10,Low
TXN00423,2023-04-02,185.42,Uber Business,EMP313,HR,Approved,True,False,False,False,2,0,20,Low
TXN00424,2023-08-05,2710.09,WeWork,EMP192,Legal,Approved,True,False,False,False,1,0,20,Low
TXN00425,2023-11-25,840.96,Ricoh,EMP153,Finance,Approved,True,False,False,False,1,0,10,Low
TXN00426,2023-01-21,66.46,Marriott,EMP855,Procurement,,True,False,False,False,1,0,10,Low
TXN00427,2023-03-14,23.61,Xerox,EMP497,IT,Approved,False,False,False,False,1,0,10,Low
TXN00430,2023-10-04,1999.99,AT&T Business,EMP555,Operations,Pending,False,False,True,False,2,0,25,Low
TXN00431,2023-12-31,2499.99,Enterprise Rent-A-Car,EMP960,Operations,Rejected,True,False,True,False,3,0,40,Medium
TXN00432,2023-07-07,9507.83,Grainger,EMP365,IT,Approved,False,False,False,False,0,1,40,Medium
TXN00435,2023-05-21,20.92,Delta Airlines,EMP976,Sales,Rejected,True,False,False,False,1,0,10,Low
TXN00439,2023-04-01,12.29,AT&T Business,EMP132,Marketing,Approved,True,False,False,False,2,0,20,Low
TXN00441,2023-05-28,162.98,Adobe Systems,EMP476,Legal,Approved,True,False,False,False,1,0,10,Low
TXN00442,2023-12-17,3651.47,Lyft Business,EMP747,HR,Approved,True,False,False,False,1,0,20,Low
TXN00445,2023-04-16,1755.69,Lyft Business,EMP490,HR,,True,False,False,False,1,0,15,Low
TXN00446,2023-05-25,1247.5,Lyft Business,EMP727,Sales,Approved,False,False,False,False,1,0,15,Low
TXN00449,2023-07-14,14.28,United Airlines,EMP298,Finance,,False,False,False,False,1,0,10,Low
TXN00450,2023-10-12,3766.68,Adobe Systems,EMP626,Legal,Rejected,False,False,False,False,1,0,20,Low
TXN00451,2023-02-05,1629.97,Home Depot,EMP665,IT,Approved,True,False,False,False,1,0,15,Low
TXN00452,2023-02-18,49.78,Seamless,EMP518,Procurement,Approved,True,False,False,False,1,0,10,Low
TXN00453,2023-12-23,56.28,Seamless,EMP981,IT,Approved,True,False,False,False,1,0,10,Low
TXN00454,2023-11-14,16.83,Adobe Systems,EMP377,Legal,Rejected,False,False,False,False,1,0,10,Low
TXN00456,2023-11-13,9521.57,Grubhub Corporate,EMP940,Sales,Rejected,False,False,False,False,0,1,40,Medium
TXN00460,2023-12-06,842.7,,EMP316,HR,Pending,False,False,False,True,1,1,30,Low
TXN00462,2023-09-03,49.24,Dell Technologies,EMP625,Operations,Approved,True,False,False,False,1,0,10,Low
TXN00466,2023-06-25,2499.99,Seamless,EMP868,Operations,,True,False,True,False,3,0,40,Medium
TXN00467,2023-02-25,176.68,Regus,EMP965,Procurement,Approved,True,False,False,False,1,0,10,Low
TXN00468,2023-01-15,5048.78,Regus,EMP428,Procurement,Approved,True,False,False,False,1,1,50,Medium
TXN00473,2023-05-07,3762.5,Lyft Business,,Marketing,Rejected,True,False,False,False,2,1,50,Medium
TXN00474,2023-04-08,621.65,Canon,EMP310,Marketing,Approved,True,False,False,False,1,0,10,Low
TXN00475,2023-11-05,7562.27,Canon,EMP237,Marketing,Rejected,True,False,False,False,1,1,50,Medium
TXN00480,2023-11-26,188.92,Hertz,EMP163,IT,,True,False,False,False,1,0,10,Low
TXN00482,2023-09-23,94.5,Marriott,,Finance,Rejected,True,False,False,False,3,1,50,Medium
TXN00488,2023-07-22,1363.05,Verizon Business,EMP696,Marketing,Approved,True,False,False,False,1,0,15,Low
TXN00489,2023-08-05,3136.48,Amazon Business,EMP877,Finance,Approved,True,False,False,False,1,0,20,Low
TXN00491,2023-11-25,9015.04,Lyft Business,EMP484,Procurement,Approved,True,False,False,False,1,1,50,Medium
TXN00492,2023-08-11,69.29,,EMP991,Legal,Rejected,False,False,False,True,1,1,30,Low
TXN00495,2023-03-25,1784.74,Hilton Hotels,EMP987,IT,Pending,True,False,False,False,1,0,15,Low
TXN00496,2023-10-16,1500.0,Grubhub Corporate,EMP145,IT,Approved,False,True,False,False,2,0,25,Low
TXN00501,2023-09-02,2419.9,Cisco Systems,EMP151,Finance,Pending,True,False,False,False,1,0,20,Low
TXN00503,2023-08-27,1884.29,Amazon Business,EMP594,Operations,Rejected,True,False,False,False,1,0,15,Low
TXN00505,2023-02-12,325.87,Canon,EMP785,IT,Approved,True,False,False,False,1,0,10,Low
TXN00506,2023-03-12,240.2,UPS,EMP545,HR,Pending,True,False,False,False,1,0,10,Low
TXN00507,2023-12-05,8159.54,Xerox,EMP190,Marketing,,False,False,False,False,0,1,40,Medium
TXN00511,2023-08-29,24.67,UPS,EMP581,Legal,Pending,False,False,False,False,1,0,10,Low
TXN00512,2023-10-12,19.7,Zoom Communications,EMP482,IT,Pending,False,False,False,False,1,0,10,Low
